Entry	Entry name	Gene names	Organism
E5RGI8	E5RGI8_HUMAN	PIK3R1	Homo sapiens (Human)
E5RHI0	E5RHI0_HUMAN	PIK3R1	Homo sapiens (Human)
E5RJY0	E5RJY0_HUMAN	PIK3R1	Homo sapiens (Human)
E5RK66	E5RK66_HUMAN	PIK3R1	Homo sapiens (Human)
H0YB27	H0YB27_HUMAN	PIK3R1	Homo sapiens (Human)
H0YBC2	H0YBC2_HUMAN	PIK3R1	Homo sapiens (Human)
J7GU64	J7GU64_HUMAN	PIK3R1	Homo sapiens (Human)
J7GXU7	J7GXU7_HUMAN	PIK3R1	Homo sapiens (Human)
P27986	P85A_HUMAN	PIK3R1 GRB1	Homo sapiens (Human)
A0A024R7N6	A0A024R7N6_HUMAN	PIK3R2 hCG_1777142	Homo sapiens (Human)
E9PFP1	E9PFP1_HUMAN	PIK3R2	Homo sapiens (Human)
O00459	P85B_HUMAN	PIK3R2	Homo sapiens (Human)
Q05BV6	Q05BV6_HUMAN	PIK3R2	Homo sapiens (Human)
Q96CK7	Q96CK7_HUMAN	PIK3R2	Homo sapiens (Human)
Q96EV4	Q96EV4_HUMAN	PIK3R2	Homo sapiens (Human)
V9GYJ4	V9GYJ4_HUMAN	PIK3R2	Homo sapiens (Human)
Q05DQ0	Q05DQ0_HUMAN	PIK3R3	Homo sapiens (Human)
Q5T4P3	Q5T4P3_HUMAN	PIK3R3	Homo sapiens (Human)
Q8N381	Q8N381_HUMAN	PIK3R3	Homo sapiens (Human)
Q92569	P55G_HUMAN	PIK3R3	Homo sapiens (Human)
J3KRE9	J3KRE9_HUMAN	PIK3R5	Homo sapiens (Human)
J3KSW1	J3KSW1_HUMAN	PIK3R5	Homo sapiens (Human)
J3KT66	J3KT66_HUMAN	PIK3R5	Homo sapiens (Human)
L7RT34	L7RT34_HUMAN	PIK3R5	Homo sapiens (Human)
Q8WYR1	PI3R5_HUMAN	PIK3R5	Homo sapiens (Human)
X6R3K3	X6R3K3_HUMAN	PIK3R5	Homo sapiens (Human)
A0A087X1F3	A0A087X1F3_HUMAN	PIK3R6	Homo sapiens (Human)
A4FVB8	A4FVB8_HUMAN	PIK3R6	Homo sapiens (Human)
Q5UE93	PI3R6_HUMAN	PIK3R6 C17orf38	Homo sapiens (Human)
A0A087WT80	A0A087WT80_HUMAN	PLCB1	Homo sapiens (Human)
A0A087WW73	A0A087WW73_HUMAN	PLCB1	Homo sapiens (Human)
A0A0D9SF51	A0A0D9SF51_HUMAN	PLCB1	Homo sapiens (Human)
A0A0D9SFA6	A0A0D9SFA6_HUMAN	PLCB1	Homo sapiens (Human)
A0A0D9SFE7	A0A0D9SFE7_HUMAN	PLCB1	Homo sapiens (Human)
A0A0D9SFJ4	A0A0D9SFJ4_HUMAN	PLCB1	Homo sapiens (Human)
A0A0D9SG17	A0A0D9SG17_HUMAN	PLCB1	Homo sapiens (Human)
A0A0D9SGI7	A0A0D9SGI7_HUMAN	PLCB1	Homo sapiens (Human)
A0A1B0GTC7	A0A1B0GTC7_HUMAN	PLCB1	Homo sapiens (Human)
A0A1B0GVC1	A0A1B0GVC1_HUMAN	PLCB1	Homo sapiens (Human)
A0A1B0GVT0	A0A1B0GVT0_HUMAN	PLCB1	Homo sapiens (Human)
A0A1B0GW45	A0A1B0GW45_HUMAN	PLCB1	Homo sapiens (Human)
A0A1B0GW62	A0A1B0GW62_HUMAN	PLCB1	Homo sapiens (Human)
A0A1B0GWB6	A0A1B0GWB6_HUMAN	PLCB1	Homo sapiens (Human)
B1AK73	B1AK73_HUMAN	PLCB1	Homo sapiens (Human)
H0YCJ2	H0YCJ2_HUMAN	PLCB1	Homo sapiens (Human)
Q8IV91	Q8IV91_HUMAN	PLCB1	Homo sapiens (Human)
Q8IV92	Q8IV92_HUMAN	PLCB1	Homo sapiens (Human)
Q9NQ66	PLCB1_HUMAN	PLCB1 KIAA0581	Homo sapiens (Human)
H0YKR9	H0YKR9_HUMAN	PLCB2	Homo sapiens (Human)
H0YNI4	H0YNI4_HUMAN	PLCB2	Homo sapiens (Human)
Q00722	PLCB2_HUMAN	PLCB2	Homo sapiens (Human)
Q9BVT6	Q9BVT6_HUMAN	PLCB2 hCG_38956	Homo sapiens (Human)
Q01970	PLCB3_HUMAN	PLCB3	Homo sapiens (Human)
B1AJW1	B1AJW1_HUMAN	PLCB4	Homo sapiens (Human)
B1AJW2	B1AJW2_HUMAN	PLCB4	Homo sapiens (Human)
B1AJW3	B1AJW3_HUMAN	PLCB4	Homo sapiens (Human)
B1AJW4	B1AJW4_HUMAN	PLCB4	Homo sapiens (Human)
Q15147	PLCB4_HUMAN	PLCB4	Homo sapiens (Human)
C9J7S4	C9J7S4_HUMAN	PLEKHG2	Homo sapiens (Human)
C9JVL3	C9JVL3_HUMAN	PLEKHG2	Homo sapiens (Human)
E7ESZ3	E7ESZ3_HUMAN	PLEKHG2	Homo sapiens (Human)
H7BXC7	H7BXC7_HUMAN	PLEKHG2	Homo sapiens (Human)
M0QX05	M0QX05_HUMAN	PLEKHG2	Homo sapiens (Human)
M0QZT7	M0QZT7_HUMAN	PLEKHG2	Homo sapiens (Human)
M0R0V0	M0R0V0_HUMAN	PLEKHG2	Homo sapiens (Human)
M0R348	M0R348_HUMAN	PLEKHG2	Homo sapiens (Human)
M0R391	M0R391_HUMAN	PLEKHG2	Homo sapiens (Human)
M0R3G5	M0R3G5_HUMAN	PLEKHG2	Homo sapiens (Human)
M0R3J0	M0R3J0_HUMAN	PLEKHG2	Homo sapiens (Human)
Q9H7P9	PKHG2_HUMAN	PLEKHG2	Homo sapiens (Human)
A0A0B6XK48	A0A0B6XK48_HUMAN	PLXNB1	Homo sapiens (Human)
A1A4U0	A1A4U0_HUMAN	PLXNB1	Homo sapiens (Human)
O43157	PLXB1_HUMAN	PLXNB1 KIAA0407 PLXN5 SEP	Homo sapiens (Human)
P20382	MCH_HUMAN	PMCH MCH	Homo sapiens (Human)
E7EVP0	E7EVP0_HUMAN	PNOC	Homo sapiens (Human)
Q13519	PNOC_HUMAN	PNOC OFQ	Homo sapiens (Human)
Q9BYY3	Q9BYY3_HUMAN	PNOC	Homo sapiens (Human)
E9PHK5	E9PHK5_HUMAN	POMC	Homo sapiens (Human)
K7QX41	K7QX41_HUMAN	POMC	Homo sapiens (Human)
K7QX44	K7QX44_HUMAN	POMC	Homo sapiens (Human)
K7QX47	K7QX47_HUMAN	POMC	Homo sapiens (Human)
K7QX51	K7QX51_HUMAN	POMC	Homo sapiens (Human)
K7QZC2	K7QZC2_HUMAN	POMC	Homo sapiens (Human)
K7QZC9	K7QZC9_HUMAN	POMC	Homo sapiens (Human)
K7QZD2	K7QZD2_HUMAN	POMC	Homo sapiens (Human)
K7R2I7	K7R2I7_HUMAN	POMC	Homo sapiens (Human)
K7R2J5	K7R2J5_HUMAN	POMC	Homo sapiens (Human)
K7R8V2	K7R8V2_HUMAN	POMC	Homo sapiens (Human)
K7R8V7	K7R8V7_HUMAN	POMC	Homo sapiens (Human)
K7R8W0	K7R8W0_HUMAN	POMC	Homo sapiens (Human)
K7RMD8	K7RMD8_HUMAN	POMC	Homo sapiens (Human)
K7RME8	K7RME8_HUMAN	POMC	Homo sapiens (Human)
K7RMF2	K7RMF2_HUMAN	POMC	Homo sapiens (Human)
P01189	COLI_HUMAN	POMC	Homo sapiens (Human)
Q6FHC8	Q6FHC8_HUMAN	POMC	Homo sapiens (Human)
Q6LDP0	Q6LDP0_HUMAN	POMC	Homo sapiens (Human)
P02775	CXCL7_HUMAN	PPBP CTAP3 CXCL7 SCYB7 TGB1 THBGB1	Homo sapiens (Human)
A0A0U1RRD5	A0A0U1RRD5_HUMAN	PPY	Homo sapiens (Human)
K7EKP2	K7EKP2_HUMAN	PPY	Homo sapiens (Human)
K7EML0	K7EML0_HUMAN	PPY	Homo sapiens (Human)
P01298	PAHO_HUMAN	PPY PNP	Homo sapiens (Human)
P50391	NPY4R_HUMAN	NPY4R PPYR1	Homo sapiens (Human)
Q4KKW2	Q4KKW2_HUMAN	PPYR1	Homo sapiens (Human)
A0A087WY11	A0A087WY11_HUMAN	PREX1	Homo sapiens (Human)
H0YDZ4	H0YDZ4_HUMAN	PREX1	Homo sapiens (Human)
Q8TCU6	PREX1_HUMAN	PREX1 KIAA1415	Homo sapiens (Human)
A0A169TED2	A0A169TED2_HUMAN	PRKCA	Homo sapiens (Human)
B0LPH5	B0LPH5_HUMAN	PRKCA	Homo sapiens (Human)
J3KN97	J3KN97_HUMAN	PRKCA	Homo sapiens (Human)
J3KRN5	J3KRN5_HUMAN	PRKCA	Homo sapiens (Human)
L7RSM7	L7RSM7_HUMAN	PRKCA	Homo sapiens (Human)
P17252	KPCA_HUMAN	PRKCA PKCA PRKACA	Homo sapiens (Human)
Q7Z727	Q7Z727_HUMAN	PRKCA	Homo sapiens (Human)
A0A0C4DGL5	A0A0C4DGL5_HUMAN	PRKCB	Homo sapiens (Human)
H3BV73	H3BV73_HUMAN	PRKCB	Homo sapiens (Human)
I3L148	I3L148_HUMAN	PRKCB	Homo sapiens (Human)
I3L1Z0	I3L1Z0_HUMAN	PRKCB	Homo sapiens (Human)
P05771	KPCB_HUMAN	PRKCB PKCB PRKCB1	Homo sapiens (Human)
A0A024R328	A0A024R328_HUMAN	PRKCD hCG_17550	Homo sapiens (Human)
C9J9P1	C9J9P1_HUMAN	PRKCD	Homo sapiens (Human)
C9JZU8	C9JZU8_HUMAN	PRKCD	Homo sapiens (Human)
C9K0E3	C9K0E3_HUMAN	PRKCD	Homo sapiens (Human)
Q05655	KPCD_HUMAN	PRKCD	Homo sapiens (Human)
C9JR22	C9JR22_HUMAN	PRKCE	Homo sapiens (Human)
E9PBI2	E9PBI2_HUMAN	PRKCE	Homo sapiens (Human)
L7RTI5	L7RTI5_HUMAN	PRKCE	Homo sapiens (Human)
Q02156	KPCE_HUMAN	PRKCE PKCE	Homo sapiens (Human)
Q53RT0	Q53RT0_HUMAN	PRKCE	Homo sapiens (Human)
H7BZ60	H7BZ60_HUMAN	PRKCG	Homo sapiens (Human)
M0R0I9	M0R0I9_HUMAN	PRKCG	Homo sapiens (Human)
M0R0Z4	M0R0Z4_HUMAN	PRKCG	Homo sapiens (Human)
P05129	KPCG_HUMAN	PRKCG PKCG	Homo sapiens (Human)
A0A1W2PPU0	A0A1W2PPU0_HUMAN	PRKCH	Homo sapiens (Human)
B5BU77	B5BU77_HUMAN	PRKCH	Homo sapiens (Human)
G3V304	G3V304_HUMAN	PRKCH	Homo sapiens (Human)
G3V3E7	G3V3E7_HUMAN	PRKCH	Homo sapiens (Human)
G3V4G6	G3V4G6_HUMAN	PRKCH	Homo sapiens (Human)
G3V4H0	G3V4H0_HUMAN	PRKCH	Homo sapiens (Human)
G3V4L3	G3V4L3_HUMAN	PRKCH	Homo sapiens (Human)
G3V4Q6	G3V4Q6_HUMAN	PRKCH	Homo sapiens (Human)
G3V4Q9	G3V4Q9_HUMAN	PRKCH	Homo sapiens (Human)
G3V4X4	G3V4X4_HUMAN	PRKCH	Homo sapiens (Human)
G3V520	G3V520_HUMAN	PRKCH	Homo sapiens (Human)
G3V5F8	G3V5F8_HUMAN	PRKCH	Homo sapiens (Human)
G3V5U5	G3V5U5_HUMAN	PRKCH	Homo sapiens (Human)
G3V5Y6	G3V5Y6_HUMAN	PRKCH	Homo sapiens (Human)
P24723	KPCL_HUMAN	PRKCH PKCL PRKCL	Homo sapiens (Human)
Q9BVQ0	Q9BVQ0_HUMAN	PRKCH	Homo sapiens (Human)
A0A087X0I9	A0A087X0I9_HUMAN	PRKCQ	Homo sapiens (Human)
Q04759	KPCT_HUMAN	PRKCQ PRKCT	Homo sapiens (Human)
A0A024R0B1	A0A024R0B1_HUMAN	PROK1 hCG_1641907	Homo sapiens (Human)
P58294	PROK1_HUMAN	PROK1 UNQ600/PRO1186	Homo sapiens (Human)
Q8TCW9	PKR1_HUMAN	PROKR1 GPR73 PKR1	Homo sapiens (Human)
Q8NFJ6	PKR2_HUMAN	PROKR2 GPR73L1 PKR2	Homo sapiens (Human)
P25105	PTAFR_HUMAN	PTAFR PAFR	Homo sapiens (Human)
Q13258	PD2R_HUMAN	PTGDR	Homo sapiens (Human)
P34995	PE2R1_HUMAN	PTGER1	Homo sapiens (Human)
Q05C32	Q05C32_HUMAN	PTGER1	Homo sapiens (Human)
G3V2Y6	G3V2Y6_HUMAN	PTGER2	Homo sapiens (Human)
P43116	PE2R2_HUMAN	PTGER2	Homo sapiens (Human)
A0A0A0MRP3	A0A0A0MRP3_HUMAN	PTGER3	Homo sapiens (Human)
A0A0B4J204	A0A0B4J204_HUMAN	PTGER3	Homo sapiens (Human)
B2KKV4	B2KKV4_HUMAN	PTGER3	Homo sapiens (Human)
F8WAJ7	F8WAJ7_HUMAN	PTGER3	Homo sapiens (Human)
O00325	O00325_HUMAN	PTGER3 hCG_1811960	Homo sapiens (Human)
P43115	PE2R3_HUMAN	PTGER3	Homo sapiens (Human)
Q147U0	Q147U0_HUMAN	PTGER3	Homo sapiens (Human)
Q5CZ57	Q5CZ57_HUMAN	EP3-I PTGER3 hCG_1811960	Homo sapiens (Human)
Q5CZ60	Q5CZ60_HUMAN	EP3f PTGER3 hCG_1811960	Homo sapiens (Human)
Q6TTN3	Q6TTN3_HUMAN	PTGER3	Homo sapiens (Human)
A0PJF5	A0PJF5_HUMAN	PTGER4	Homo sapiens (Human)
P35408	PE2R4_HUMAN	PTGER4 PTGER2	Homo sapiens (Human)
F2Z2Z6	F2Z2Z6_HUMAN	PTGFR	Homo sapiens (Human)
P43088	PF2R_HUMAN	PTGFR	Homo sapiens (Human)
Q4LEK1	Q4LEK1_HUMAN	PTGFR	Homo sapiens (Human)
Q71UN9	Q71UN9_HUMAN	PTGFR	Homo sapiens (Human)
A0A0B4J2A7	A0A0B4J2A7_HUMAN	PTGIR hCG_1777582	Homo sapiens (Human)
M0QXV5	M0QXV5_HUMAN	PTGIR	Homo sapiens (Human)
M0QZI2	M0QZI2_HUMAN	PTGIR	Homo sapiens (Human)
M0QZW0	M0QZW0_HUMAN	PTGIR	Homo sapiens (Human)
P43119	PI2R_HUMAN	PTGIR PRIPR	Homo sapiens (Human)
Q2YD89	Q2YD89_HUMAN	PTGIR	Homo sapiens (Human)
P01270	PTHY_HUMAN	PTH	Homo sapiens (Human)
E7EWE7	E7EWE7_HUMAN	PTH1R	Homo sapiens (Human)
F2Z314	F2Z314_HUMAN	PTH1R	Homo sapiens (Human)
H7C0Q3	H7C0Q3_HUMAN	PTH1R	Homo sapiens (Human)
Q03431	PTH1R_HUMAN	PTH1R PTHR PTHR1	Homo sapiens (Human)
Q0VGD7	Q0VGD7_HUMAN	PTH1R	Homo sapiens (Human)
O43460	O43460_HUMAN	PTH2	Homo sapiens (Human)
Q96A98	TIP39_HUMAN	PTH2 TIP39 TIPF39	Homo sapiens (Human)
Q9Y3E5	PTH2_HUMAN	PTRH2 BIT1 PTH2 CGI-147	Homo sapiens (Human)
B4DFN8	B4DFN8_HUMAN	PTH2R	Homo sapiens (Human)
H7C0B0	H7C0B0_HUMAN	PTH2R	Homo sapiens (Human)
P49190	PTH2R_HUMAN	PTH2R PTHR2	Homo sapiens (Human)
A0A024RB29	A0A024RB29_HUMAN	PTHLH hCG_37265	Homo sapiens (Human)
F5GZD9	F5GZD9_HUMAN	PTHLH	Homo sapiens (Human)
F5H485	F5H485_HUMAN	PTHLH	Homo sapiens (Human)
P12272	PTHR_HUMAN	PTHLH PTHRP	Homo sapiens (Human)
Q15252	Q15252_HUMAN	PTHLH	Homo sapiens (Human)
Q53XY9	Q53XY9_HUMAN	PTHLH hCG_37265	Homo sapiens (Human)
P10082	PYY_HUMAN	PYY	Homo sapiens (Human)
P83859	OX26_HUMAN	QRFP	Homo sapiens (Human)
Q495K5	Q495K5_HUMAN	QRFP	Homo sapiens (Human)
A1A4W1	A1A4W1_HUMAN	QRFPR	Homo sapiens (Human)
F2Z3L3	F2Z3L3_HUMAN	QRFPR	Homo sapiens (Human)
G4XH69	G4XH69_HUMAN	QRFPR	Homo sapiens (Human)
J3KNR3	J3KNR3_HUMAN	QRFPR GPR103 hCG_1778361	Homo sapiens (Human)
Q96P65	QRFPR_HUMAN	QRFPR GPR103	Homo sapiens (Human)
A4D2P0	A4D2P0_HUMAN	RAC1 hCG_14926 tcag7.839	Homo sapiens (Human)
A4D2P1	A4D2P1_HUMAN	RAC1 hCG_14926 tcag7.839	Homo sapiens (Human)
A4D2P2	A4D2P2_HUMAN	RAC1 hCG_14926 tcag7.839	Homo sapiens (Human)
P63000	RAC1_HUMAN	RAC1 TC25 MIG5	Homo sapiens (Human)
W0UV93	W0UV93_HUMAN	RAC1	Homo sapiens (Human)
A0A024R1P2	A0A024R1P2_HUMAN	RAC2 hCG_1811995	Homo sapiens (Human)
B1AH77	B1AH77_HUMAN	RAC2	Homo sapiens (Human)
B1AH78	B1AH78_HUMAN	RAC2	Homo sapiens (Human)
B1AH79	B1AH79_HUMAN	RAC2 hCG_1811995	Homo sapiens (Human)
B1AH80	B1AH80_HUMAN	RAC2 hCG_1811995	Homo sapiens (Human)
P15153	RAC2_HUMAN	RAC2	Homo sapiens (Human)
E9PC20	E9PC20_HUMAN	RAMP1	Homo sapiens (Human)
O60894	RAMP1_HUMAN	RAMP1	Homo sapiens (Human)
Q53SN3	Q53SN3_HUMAN	RAMP1	Homo sapiens (Human)
Q53T50	Q53T50_HUMAN	RAMP1	Homo sapiens (Human)
A0A024R1Z2	A0A024R1Z2_HUMAN	RAMP2 hCG_2004877	Homo sapiens (Human)
K7EKQ3	K7EKQ3_HUMAN	RAMP2	Homo sapiens (Human)
K7ENJ8	K7ENJ8_HUMAN	RAMP2	Homo sapiens (Human)
K7EPN3	K7EPN3_HUMAN	RAMP2	Homo sapiens (Human)
O60895	RAMP2_HUMAN	RAMP2	Homo sapiens (Human)
A4D2L1	A4D2L1_HUMAN	RAMP3 hCG_17148 tcag7.792	Homo sapiens (Human)
J3KR56	J3KR56_HUMAN	RAMP3	Homo sapiens (Human)
L8E7U1	L8E7U1_HUMAN	RAMP3	Homo sapiens (Human)
M5AMS3	M5AMS3_HUMAN	RAMP3	Homo sapiens (Human)
M5AP16	M5AP16_HUMAN	RAMP3	Homo sapiens (Human)
O60896	RAMP3_HUMAN	RAMP3	Homo sapiens (Human)
Q13972	RGRF1_HUMAN	RASGRF1 CDC25 GNRP GRF1	Homo sapiens (Human)
Q8IUU5	Q8IUU5_HUMAN	RASGRF1 hCG_23727	Homo sapiens (Human)
A0A1W2PP99	A0A1W2PP99_HUMAN	RASGRF2	Homo sapiens (Human)
D6RAS9	D6RAS9_HUMAN	RASGRF2	Homo sapiens (Human)
O14827	RGRF2_HUMAN	RASGRF2 GRF2	Homo sapiens (Human)
F5H514	F5H514_HUMAN	RASGRP1	Homo sapiens (Human)
H0YKM0	H0YKM0_HUMAN	RASGRP1	Homo sapiens (Human)
H0YKP8	H0YKP8_HUMAN	RASGRP1	Homo sapiens (Human)
H0YMF3	H0YMF3_HUMAN	RASGRP1	Homo sapiens (Human)
H0YMT0	H0YMT0_HUMAN	RASGRP1	Homo sapiens (Human)
H0YN83	H0YN83_HUMAN	RASGRP1	Homo sapiens (Human)
H0YNG8	H0YNG8_HUMAN	RASGRP1	Homo sapiens (Human)
H0YNK9	H0YNK9_HUMAN	RASGRP1	Homo sapiens (Human)
O95267	GRP1_HUMAN	RASGRP1 RASGRP	Homo sapiens (Human)
A6NHE2	A6NHE2_HUMAN	RASGRP2	Homo sapiens (Human)
A6NJ28	A6NJ28_HUMAN	RASGRP2	Homo sapiens (Human)
A8MTF9	A8MTF9_HUMAN	RASGRP2	Homo sapiens (Human)
A8MVK8	A8MVK8_HUMAN	RASGRP2	Homo sapiens (Human)
C9JKH6	C9JKH6_HUMAN	RASGRP2	Homo sapiens (Human)
C9JZ82	C9JZ82_HUMAN	RASGRP2	Homo sapiens (Human)
E7EM78	E7EM78_HUMAN	RASGRP2	Homo sapiens (Human)
E7EMB4	E7EMB4_HUMAN	RASGRP2	Homo sapiens (Human)
E7EWQ7	E7EWQ7_HUMAN	RASGRP2	Homo sapiens (Human)
Q2YDB1	Q2YDB1_HUMAN	RASGRP2	Homo sapiens (Human)
Q7LDG7	GRP2_HUMAN	RASGRP2 CDC25L MCG7	Homo sapiens (Human)
A0A0S2Z494	A0A0S2Z494_HUMAN	RGR	Homo sapiens (Human)
A0A0S2Z498	A0A0S2Z498_HUMAN	RGR hCG_20085	Homo sapiens (Human)
P47804	RGR_HUMAN	RGR	Homo sapiens (Human)
Q8IZJ4	RGDSR_HUMAN	RGL4 RGR	Homo sapiens (Human)
Q96HT6	Q96HT6_HUMAN	RGR hCG_20085	Homo sapiens (Human)
A0A024R945	A0A024R945_HUMAN	RGS1 hCG_39901	Homo sapiens (Human)
Q08116	RGS1_HUMAN	RGS1 1R20 BL34 IER1	Homo sapiens (Human)
H7C5Z0	H7C5Z0_HUMAN	RGS11	Homo sapiens (Human)
L8ECA7	L8ECA7_HUMAN	RGS11	Homo sapiens (Human)
O94810	RGS11_HUMAN	RGS11	Homo sapiens (Human)
Q4TT70	Q4TT70_HUMAN	RGS11 AC004754.2-001 hCG_1984117	Homo sapiens (Human)
Q8IWC5	Q8IWC5_HUMAN	RGS11 hCG_1984117	Homo sapiens (Human)
E9PBG5	E9PBG5_HUMAN	RGS12	Homo sapiens (Human)
O14924	RGS12_HUMAN	RGS12	Homo sapiens (Human)
Q3B858	Q3B858_HUMAN	RGS12	Homo sapiens (Human)
Q506M0	Q506M0_HUMAN	RGS12	Homo sapiens (Human)
Q56A82	Q56A82_HUMAN	RGS12	Homo sapiens (Human)
Q8WX96	Q8WX96_HUMAN	RGS12 hCG_16460	Homo sapiens (Human)
Q9UGC6	RGS17_HUMAN	RGS17 RGSZ2	Homo sapiens (Human)
Q9NS28	RGS18_HUMAN	RGS18 RGS13	Homo sapiens (Human)
P49795	RGS19_HUMAN	RGS19 GAIP GNAI3IP	Homo sapiens (Human)
Q6I9S5	Q6I9S5_HUMAN	RGS19	Homo sapiens (Human)
A0A024R939	A0A024R939_HUMAN	RGS2 hCG_41052	Homo sapiens (Human)
P41220	RGS2_HUMAN	RGS2 G0S8 GIG31	Homo sapiens (Human)
Q49A86	Q49A86_HUMAN	RGS2	Homo sapiens (Human)
B3KSW4	B3KSW4_HUMAN	RGS20	Homo sapiens (Human)
E5RGA3	E5RGA3_HUMAN	RGS20	Homo sapiens (Human)
E5RH54	E5RH54_HUMAN	RGS20	Homo sapiens (Human)
H9NIM5	H9NIM5_HUMAN	RGS20 hCG_1787214	Homo sapiens (Human)
O76081	RGS20_HUMAN	RGS20 RGSZ1 ZGAP1	Homo sapiens (Human)
Q2M5E4	RGS21_HUMAN	RGS21	Homo sapiens (Human)
A0A024R909	A0A024R909_HUMAN	RGS4 hCG_15194	Homo sapiens (Human)
E9PR32	E9PR32_HUMAN	RGS4	Homo sapiens (Human)
E9PS05	E9PS05_HUMAN	RGS4	Homo sapiens (Human)
P49798	RGS4_HUMAN	RGS4	Homo sapiens (Human)
A0A087WTW9	A0A087WTW9_HUMAN	RGS6	Homo sapiens (Human)
A0A0A0MRA9	A0A0A0MRA9_HUMAN	RGS6	Homo sapiens (Human)
B7Z2N1	B7Z2N1_HUMAN	RGS6	Homo sapiens (Human)
B7Z7N5	B7Z7N5_HUMAN	RGS6	Homo sapiens (Human)
P49758	RGS6_HUMAN	RGS6	Homo sapiens (Human)
Q2M3K2	Q2M3K2_HUMAN	RGS6 hCG_20660	Homo sapiens (Human)
P49802	RGS7_HUMAN	RGS7	Homo sapiens (Human)
Q45FD9	Q45FD9_HUMAN	RGS7	Homo sapiens (Human)
Q45FE0	Q45FE0_HUMAN	RGS7	Homo sapiens (Human)
Q5T3H5	Q5T3H5_HUMAN	RGS7	Homo sapiens (Human)
D6RD36	D6RD36_HUMAN	RGS8	Homo sapiens (Human)
P57771	RGS8_HUMAN	RGS8	Homo sapiens (Human)
A0A1B0GVU3	A0A1B0GVU3_HUMAN	RGS9	Homo sapiens (Human)
E9PD91	E9PD91_HUMAN	RGS9	Homo sapiens (Human)
J3QL70	J3QL70_HUMAN	RGS9	Homo sapiens (Human)
O75916	RGS9_HUMAN	RGS9	Homo sapiens (Human)
Q4G1B2	Q4G1B2_HUMAN	RGS9	Homo sapiens (Human)
Q4QRI4	Q4QRI4_HUMAN	RGS9	Homo sapiens (Human)
A0A076V826	A0A076V826_HUMAN	RHO	Homo sapiens (Human)
A0A0K0Q0G7	A0A0K0Q0G7_HUMAN	RHO	Homo sapiens (Human)
A0A0M3R835	A0A0M3R835_HUMAN	RHO	Homo sapiens (Human)
P08100	OPSD_HUMAN	RHO OPN2	Homo sapiens (Human)
A0A024R324	A0A024R324_HUMAN	RHOA hCG_20136	Homo sapiens (Human)
A0A0B6XK12	A0A0B6XK12_HUMAN	RHOA	Homo sapiens (Human)
C9JNR4	C9JNR4_HUMAN	RHOA	Homo sapiens (Human)
C9JRM1	C9JRM1_HUMAN	RHOA	Homo sapiens (Human)
C9JX21	C9JX21_HUMAN	RHOA	Homo sapiens (Human)
P61586	RHOA_HUMAN	RHOA ARH12 ARHA RHO12	Homo sapiens (Human)
P62745	RHOB_HUMAN	RHOB ARH6 ARHB	Homo sapiens (Human)
E9PLA2	E9PLA2_HUMAN	RHOC	Homo sapiens (Human)
E9PN11	E9PN11_HUMAN	RHOC	Homo sapiens (Human)
E9PQH6	E9PQH6_HUMAN	RHOC	Homo sapiens (Human)
P08134	RHOC_HUMAN	RHOC ARH9 ARHC	Homo sapiens (Human)
Q5JR05	Q5JR05_HUMAN	RHOC	Homo sapiens (Human)
Q5JR06	Q5JR06_HUMAN	RHOC	Homo sapiens (Human)
Q5JR07	Q5JR07_HUMAN	RHOC	Homo sapiens (Human)
Q5JR08	Q5JR08_HUMAN	RHOC	Homo sapiens (Human)
P84095	RHOG_HUMAN	RHOG ARHG	Homo sapiens (Human)
Q6ICQ8	Q6ICQ8_HUMAN	ARHG RHOG hCG_16162	Homo sapiens (Human)
H0Y5M9	H0Y5M9_HUMAN	RLN2	Homo sapiens (Human)
P04090	REL2_HUMAN	RLN2	Homo sapiens (Human)
B2RU28	B2RU28_HUMAN	RLN3	Homo sapiens (Human)
K7ENX1	K7ENX1_HUMAN	RLN3	Homo sapiens (Human)
Q8WXF3	REL3_HUMAN	RLN3 INSL7 RXN3 ZINS4 UNQ6188/PRO20213	Homo sapiens (Human)
A0A0U1RQV4	A0A0U1RQV4_HUMAN	ROCK1	Homo sapiens (Human)
D9ZGF8	D9ZGF8_HUMAN	ROCK1	Homo sapiens (Human)
J3KRH6	J3KRH6_HUMAN	ROCK1	Homo sapiens (Human)
Q13464	ROCK1_HUMAN	ROCK1	Homo sapiens (Human)
Q49AA3	Q49AA3_HUMAN	ROCK1	Homo sapiens (Human)
C9JFJ0	C9JFJ0_HUMAN	ROCK2	Homo sapiens (Human)
D6REE7	D6REE7_HUMAN	ROCK2	Homo sapiens (Human)
E9PF63	E9PF63_HUMAN	ROCK2	Homo sapiens (Human)
O75116	ROCK2_HUMAN	ROCK2 KIAA0619	Homo sapiens (Human)
Q14DU5	Q14DU5_HUMAN	ROCK2	Homo sapiens (Human)
O14718	OPSX_HUMAN	RRH	Homo sapiens (Human)
A0A087WWV0	A0A087WWV0_HUMAN	RXFP1	Homo sapiens (Human)
A0A0A0MT52	A0A0A0MT52_HUMAN	RXFP1	Homo sapiens (Human)
B4DGP2	B4DGP2_HUMAN	RXFP1	Homo sapiens (Human)
E9PCA3	E9PCA3_HUMAN	RXFP1	Homo sapiens (Human)
E9PIF0	E9PIF0_HUMAN	RXFP1	Homo sapiens (Human)
