Entry	Entry name	Gene names	Organism
H7C3G1	H7C3G1_HUMAN	ECT2	Homo sapiens (Human)
Q9H8V3	ECT2_HUMAN	ECT2	Homo sapiens (Human)
P05305	EDN1_HUMAN	EDN1	Homo sapiens (Human)
Q6FH53	Q6FH53_HUMAN	EDN1 hCG_37405	Homo sapiens (Human)
P20800	EDN2_HUMAN	EDN2	Homo sapiens (Human)
P14138	EDN3_HUMAN	EDN3	Homo sapiens (Human)
Q4FAT2	Q4FAT2_HUMAN	EDN3	Homo sapiens (Human)
Q6LDQ8	Q6LDQ8_HUMAN	EDN3	Homo sapiens (Human)
P25101	EDNRA_HUMAN	EDNRA ETA ETRA	Homo sapiens (Human)
A0A024R638	A0A024R638_HUMAN	EDNRB hCG_2026806	Homo sapiens (Human)
A0A024R645	A0A024R645_HUMAN	EDNRB hCG_2026806	Homo sapiens (Human)
A0A0D9SG21	A0A0D9SG21_HUMAN	EDNRB	Homo sapiens (Human)
P24530	EDNRB_HUMAN	EDNRB ETRB	Homo sapiens (Human)
C9JV37	C9JV37_HUMAN	F2	Homo sapiens (Human)
E9PIT3	E9PIT3_HUMAN	F2	Homo sapiens (Human)
P00734	THRB_HUMAN	F2	Homo sapiens (Human)
Q15253	Q15253_HUMAN	F2	Homo sapiens (Human)
Q86WA1	Q86WA1_HUMAN	F2	Homo sapiens (Human)
Q8TD58	Q8TD58_HUMAN	F2	Homo sapiens (Human)
A0A024RAP7	A0A024RAP7_HUMAN	F2R hCG_37484	Homo sapiens (Human)
G3XAL6	G3XAL6_HUMAN	F2R hCG_37484	Homo sapiens (Human)
P25116	PAR1_HUMAN	F2R CF2R PAR1 TR	Homo sapiens (Human)
D6RJH3	D6RJH3_HUMAN	F2RL1	Homo sapiens (Human)
P55085	PAR2_HUMAN	F2RL1 GPR11 PAR2	Homo sapiens (Human)
O00254	PAR3_HUMAN	F2RL2 PAR3	Homo sapiens (Human)
Q4VBN6	Q4VBN6_HUMAN	F2RL2	Homo sapiens (Human)
M0R0Y0	M0R0Y0_HUMAN	F2RL3	Homo sapiens (Human)
Q96RI0	PAR4_HUMAN	F2RL3 PAR4	Homo sapiens (Human)
A5Z1T7	A5Z1T7_HUMAN	GPCR40 FFAR1	Homo sapiens (Human)
O14842	FFAR1_HUMAN	FFAR1 GPR40	Homo sapiens (Human)
Q0IJ71	Q0IJ71_HUMAN	FFAR1	Homo sapiens (Human)
A0A0C5K8I6	A0A0C5K8I6_HUMAN	FFAR2	Homo sapiens (Human)
C6KYL4	C6KYL4_HUMAN	FFAR2	Homo sapiens (Human)
O15552	FFAR2_HUMAN	FFAR2 FFA2 GPCR43 GPR43	Homo sapiens (Human)
A0A0K0PUV2	A0A0K0PUV2_HUMAN	FFAR3	Homo sapiens (Human)
A0A0K0PUV6	A0A0K0PUV6_HUMAN	FFAR3	Homo sapiens (Human)
A0A0K0PUW4	A0A0K0PUW4_HUMAN	FFAR3	Homo sapiens (Human)
A0A0K0PUW7	A0A0K0PUW7_HUMAN	FFAR3	Homo sapiens (Human)
A0A0K0PUW9	A0A0K0PUW9_HUMAN	FFAR3	Homo sapiens (Human)
A0A0K0PUX8	A0A0K0PUX8_HUMAN	FFAR3	Homo sapiens (Human)
A0A0K0PV66	A0A0K0PV66_HUMAN	FFAR3	Homo sapiens (Human)
A0A0K0PV71	A0A0K0PV71_HUMAN	FFAR3	Homo sapiens (Human)
A0A0K0PW26	A0A0K0PW26_HUMAN	FFAR3	Homo sapiens (Human)
A0A0K0PW36	A0A0K0PW36_HUMAN	GPR42 FFAR3	Homo sapiens (Human)
B0M0K0	B0M0K0_HUMAN	FFAR3	Homo sapiens (Human)
O14843	FFAR3_HUMAN	FFAR3 GPR41	Homo sapiens (Human)
A0A024R9Y5	A0A024R9Y5_HUMAN	FGD1 hCG_18309	Homo sapiens (Human)
P98174	FGD1_HUMAN	FGD1 FGDY ZFYVE3	Homo sapiens (Human)
F8WEZ2	F8WEZ2_HUMAN	FGD2	Homo sapiens (Human)
H7BY95	H7BY95_HUMAN	FGD2	Homo sapiens (Human)
Q7Z6J4	FGD2_HUMAN	FGD2 ZFYVE4	Homo sapiens (Human)
A0A024R252	A0A024R252_HUMAN	FGD3 hCG_96541	Homo sapiens (Human)
Q5JSP0	FGD3_HUMAN	FGD3 ZFYVE5	Homo sapiens (Human)
B7Z493	B7Z493_HUMAN	FGD4	Homo sapiens (Human)
E9PJX4	E9PJX4_HUMAN	FGD4	Homo sapiens (Human)
E9PNX0	E9PNX0_HUMAN	FGD4	Homo sapiens (Human)
E9PQT1	E9PQT1_HUMAN	FGD4	Homo sapiens (Human)
F8VVF1	F8VVF1_HUMAN	FGD4	Homo sapiens (Human)
F8VWL3	F8VWL3_HUMAN	FGD4	Homo sapiens (Human)
F8W1R0	F8W1R0_HUMAN	FGD4	Homo sapiens (Human)
H0YDQ0	H0YDQ0_HUMAN	FGD4	Homo sapiens (Human)
J3KSS3	J3KSS3_HUMAN	FGD4	Homo sapiens (Human)
L8EAP1	L8EAP1_HUMAN	FGD4	Homo sapiens (Human)
Q49A55	Q49A55_HUMAN	FGD4	Homo sapiens (Human)
Q96M96	FGD4_HUMAN	FGD4 FRABP ZFYVE6	Homo sapiens (Human)
A0A024R4J1	A0A024R4J1_HUMAN	FPR1 hCG_91957	Homo sapiens (Human)
M0QZT0	M0QZT0_HUMAN	FPR1	Homo sapiens (Human)
M0R315	M0R315_HUMAN	FPR1	Homo sapiens (Human)
P21462	FPR1_HUMAN	FPR1	Homo sapiens (Human)
M0QXD3	M0QXD3_HUMAN	FPR2	Homo sapiens (Human)
M0QZ89	M0QZ89_HUMAN	FPR2	Homo sapiens (Human)
M0R222	M0R222_HUMAN	FPR2	Homo sapiens (Human)
P25090	FPR2_HUMAN	FPR2 FPRH1 FPRL1 LXA4R	Homo sapiens (Human)
P25089	FPR3_HUMAN	FPR3 FPRH1 FPRL2	Homo sapiens (Human)
A0A0F7RQE8	A0A0F7RQE8_HUMAN	FSHB	Homo sapiens (Human)
P01225	FSHB_HUMAN	FSHB	Homo sapiens (Human)
Q1W658	Q1W658_HUMAN	FSHB	Homo sapiens (Human)
Q27RP3	Q27RP3_HUMAN	FSHB	Homo sapiens (Human)
A0A0G3FIY1	A0A0G3FIY1_HUMAN	FSHR1 FSHR	Homo sapiens (Human)
A0A1D5RMN4	A0A1D5RMN4_HUMAN	FSHR	Homo sapiens (Human)
A0A1S0QI99	A0A1S0QI99_HUMAN	FSHR	Homo sapiens (Human)
A0A1S0QIA5	A0A1S0QIA5_HUMAN	FSHR	Homo sapiens (Human)
B4DXB5	B4DXB5_HUMAN	FSHR	Homo sapiens (Human)
B6UV79	B6UV79_HUMAN	FSHR	Homo sapiens (Human)
B6UV80	B6UV80_HUMAN	FSHR	Homo sapiens (Human)
B6UV82	B6UV82_HUMAN	FSHR	Homo sapiens (Human)
C9JDA1	C9JDA1_HUMAN	FSHR	Homo sapiens (Human)
F8WBM4	F8WBM4_HUMAN	FSHR	Homo sapiens (Human)
P23945	FSHR_HUMAN	FSHR LGR1	Homo sapiens (Human)
T2HV29	T2HV29_HUMAN	FSHR	Homo sapiens (Human)
A0A0G2JKF9	A0A0G2JKF9_HUMAN	GABBR1	Homo sapiens (Human)
A0A140T9S4	A0A140T9S4_HUMAN	GABBR1	Homo sapiens (Human)
A0A140TA42	A0A140TA42_HUMAN	GABBR1	Homo sapiens (Human)
C9J342	C9J342_HUMAN	GABBR1	Homo sapiens (Human)
C9JZG6	C9JZG6_HUMAN	GABBR1	Homo sapiens (Human)
F8WAS6	F8WAS6_HUMAN	GABBR1	Homo sapiens (Human)
F8WAV2	F8WAV2_HUMAN	GABBR1	Homo sapiens (Human)
F8WDC0	F8WDC0_HUMAN	GABBR1	Homo sapiens (Human)
F8WF38	F8WF38_HUMAN	GABBR1	Homo sapiens (Human)
Q5SUJ9	Q5SUJ9_HUMAN	GABBR1 hCG_22364	Homo sapiens (Human)
Q8IW08	Q8IW08_HUMAN	GABBR1	Homo sapiens (Human)
Q9UBS5	GABR1_HUMAN	GABBR1 GPRC3A	Homo sapiens (Human)
A0A0U1RR59	A0A0U1RR59_HUMAN	GABBR2	Homo sapiens (Human)
A0A1B0GW60	A0A1B0GW60_HUMAN	GABBR2	Homo sapiens (Human)
H9NIL8	H9NIL8_HUMAN	GABBR2 hCG_1817807	Homo sapiens (Human)
O75899	GABR2_HUMAN	GABBR2 GPR51 GPRC3B	Homo sapiens (Human)
P22466	GALA_HUMAN	GAL GAL1 GALN GLNN	Homo sapiens (Human)
Q8N6F7	GCSAM_HUMAN	GCSAM GAL GCET2	Homo sapiens (Human)
P47211	GALR1_HUMAN	GALR1 GALNR GALNR1	Homo sapiens (Human)
O43603	GALR2_HUMAN	GALR2 GALNR2	Homo sapiens (Human)
O60755	GALR3_HUMAN	GALR3 GALNR3	Homo sapiens (Human)
A0A0E3VY36	A0A0E3VY36_HUMAN	GAS GAST hCG_18880	Homo sapiens (Human)
P01350	GAST_HUMAN	GAST GAS	Homo sapiens (Human)
P01275	GLUC_HUMAN	GCG	Homo sapiens (Human)
I3L1L8	I3L1L8_HUMAN	GCGR	Homo sapiens (Human)
I3L454	I3L454_HUMAN	GCGR	Homo sapiens (Human)
P47871	GLR_HUMAN	GCGR	Homo sapiens (Human)
P01286	SLIB_HUMAN	GHRH GHRF	Homo sapiens (Human)
A0A090N8Y6	A0A090N8Y6_HUMAN	GHRHR hCG_37325 tcag7.683	Homo sapiens (Human)
A0A1B0H7U2	A0A1B0H7U2_HUMAN	GHRHR	Homo sapiens (Human)
A0A1B0H834	A0A1B0H834_HUMAN	GHRHR	Homo sapiens (Human)
A0A1C6ZRW0	A0A1C6ZRW0_HUMAN	GHRHR	Homo sapiens (Human)
Q02643	GHRHR_HUMAN	GHRHR	Homo sapiens (Human)
Q8N6C4	Q8N6C4_HUMAN	GHRHRpsv GHRHR	Homo sapiens (Human)
Q9HB42	Q9HB42_HUMAN	GHRHR hCG_37325	Homo sapiens (Human)
Q9HB43	Q9HB43_HUMAN	GHRHR hCG_37325	Homo sapiens (Human)
Q9HB44	Q9HB44_HUMAN	GHRHR	Homo sapiens (Human)
Q9HB45	Q9HB45_HUMAN	GHRHR hCG_37325	Homo sapiens (Human)
A0A0R5QLN9	A0A0R5QLN9_HUMAN	GHRL	Homo sapiens (Human)
A2T3X2	A2T3X2_HUMAN	GHRL	Homo sapiens (Human)
A2T3X3	A2T3X3_HUMAN	GHRL	Homo sapiens (Human)
A2T3X4	A2T3X4_HUMAN	GHRL	Homo sapiens (Human)
A2T3X5	A2T3X5_HUMAN	GHRL	Homo sapiens (Human)
A8DN24	A8DN24_HUMAN	GHRL	Homo sapiens (Human)
E7ESW0	E7ESW0_HUMAN	GHRL	Homo sapiens (Human)
I6N821	I6N821_HUMAN	GHRL	Homo sapiens (Human)
Q9UBU3	GHRL_HUMAN	GHRL MTLRP UNQ524/PRO1066	Homo sapiens (Human)
A2T3X1	A2T3X1_HUMAN	GHSR	Homo sapiens (Human)
Q92847	GHSR_HUMAN	GHSR	Homo sapiens (Human)
P09681	GIP_HUMAN	GIP	Homo sapiens (Human)
K7EJZ3	K7EJZ3_HUMAN	GIPR	Homo sapiens (Human)
K7EPD9	K7EPD9_HUMAN	GIPR	Homo sapiens (Human)
P48546	GIPR_HUMAN	GIPR	Homo sapiens (Human)
Q4VBP1	Q4VBP1_HUMAN	GIPR	Homo sapiens (Human)
A0A024RCW9	A0A024RCW9_HUMAN	GLP1R hCG_1999613	Homo sapiens (Human)
A0A142FHB8	A0A142FHB8_HUMAN	GLP1R	Homo sapiens (Human)
P43220	GLP1R_HUMAN	GLP1R	Homo sapiens (Human)
E9PC86	E9PC86_HUMAN	GLP2R	Homo sapiens (Human)
H0Y6C2	H0Y6C2_HUMAN	GLP2R	Homo sapiens (Human)
I3L0P5	I3L0P5_HUMAN	GLP2R	Homo sapiens (Human)
O95838	GLP2R_HUMAN	GLP2R	Homo sapiens (Human)
Q4VAT1	Q4VAT1_HUMAN	GLP2R	Homo sapiens (Human)
Q4VAT2	Q4VAT2_HUMAN	GLP2R	Homo sapiens (Human)
Q4VAT4	Q4VAT4_HUMAN	GLP2R	Homo sapiens (Human)
Q86XI5	Q86XI5_HUMAN	GLP2R	Homo sapiens (Human)
A0A087WVZ3	A0A087WVZ3_HUMAN	GNA11	Homo sapiens (Human)
K7EL62	K7EL62_HUMAN	GNA11	Homo sapiens (Human)
P29992	GNA11_HUMAN	GNA11 GA11	Homo sapiens (Human)
C9J2Y7	C9J2Y7_HUMAN	GNA12	Homo sapiens (Human)
E9PC54	E9PC54_HUMAN	GNA12	Homo sapiens (Human)
Q03113	GNA12_HUMAN	GNA12	Homo sapiens (Human)
A0A024R8M0	A0A024R8M0_HUMAN	GNA13 hCG_1818067	Homo sapiens (Human)
Q14344	GNA13_HUMAN	GNA13	Homo sapiens (Human)
O95837	GNA14_HUMAN	GNA14	Homo sapiens (Human)
K7EP74	K7EP74_HUMAN	GNA15	Homo sapiens (Human)
P30679	GNA15_HUMAN	GNA15 GNA16	Homo sapiens (Human)
C9J2Z2	C9J2Z2_HUMAN	GNAI1	Homo sapiens (Human)
C9JL77	C9JL77_HUMAN	GNAI1	Homo sapiens (Human)
C9JPP4	C9JPP4_HUMAN	GNAI1	Homo sapiens (Human)
O43383	O43383_HUMAN	GNAI1	Homo sapiens (Human)
P63096	GNAI1_HUMAN	GNAI1	Homo sapiens (Human)
F8WBG4	F8WBG4_HUMAN	GNAI2	Homo sapiens (Human)
F8WE78	F8WE78_HUMAN	GNAI2	Homo sapiens (Human)
P04899	GNAI2_HUMAN	GNAI2 GNAI2B	Homo sapiens (Human)
Q96C71	Q96C71_HUMAN	GNAI2	Homo sapiens (Human)
Q99061	Q99061_HUMAN	GNAI2	Homo sapiens (Human)
P08754	GNAI3_HUMAN	GNAI3	Homo sapiens (Human)
A8K1Y9	A8K1Y9_HUMAN	GNAL hCG_1780858	Homo sapiens (Human)
K7EMY6	K7EMY6_HUMAN	GNAL	Homo sapiens (Human)
K7EPE2	K7EPE2_HUMAN	GNAL	Homo sapiens (Human)
K7EQ80	K7EQ80_HUMAN	GNAL	Homo sapiens (Human)
P38405	GNAL_HUMAN	GNAL	Homo sapiens (Human)
A0A024R240	A0A024R240_HUMAN	GNAQ hCG_1984513	Homo sapiens (Human)
B1AM21	B1AM21_HUMAN	GNAQ	Homo sapiens (Human)
G3V1P7	G3V1P7_HUMAN	GNAQ hCG_1984513	Homo sapiens (Human)
G9FP35	G9FP35_HUMAN	GNAQ	Homo sapiens (Human)
G9FP37	G9FP37_HUMAN	GNAQ	Homo sapiens (Human)
G9FP38	G9FP38_HUMAN	GNAQ	Homo sapiens (Human)
P50148	GNAQ_HUMAN	GNAQ GAQ	Homo sapiens (Human)
A0A0A0MR13	A0A0A0MR13_HUMAN	GNAS	Homo sapiens (Human)
A0A0S2Z3H8	A0A0S2Z3H8_HUMAN	GNAS	Homo sapiens (Human)
A0A0S2Z3S5	A0A0S2Z3S5_HUMAN	GNAS	Homo sapiens (Human)
A0A1W2PPB2	A0A1W2PPB2_HUMAN	GNAS	Homo sapiens (Human)
A2A2R6	A2A2R6_HUMAN	GNAS	Homo sapiens (Human)
A2A2S1	A2A2S1_HUMAN	GNAS	Homo sapiens (Human)
B0AZR9	B0AZR9_HUMAN	GNAS hCG_1788380	Homo sapiens (Human)
H0UI78	H0UI78_HUMAN	GNAS hCG_1788380	Homo sapiens (Human)
H0Y7E8	H0Y7E8_HUMAN	GNAS	Homo sapiens (Human)
H0Y7F4	H0Y7F4_HUMAN	GNAS	Homo sapiens (Human)
H0Y7Z6	H0Y7Z6_HUMAN	GNAS	Homo sapiens (Human)
O95467	GNAS3_HUMAN	GNAS GNAS1	Homo sapiens (Human)
P63092	GNAS2_HUMAN	GNAS GNAS1 GSP	Homo sapiens (Human)
P84996	ALEX_HUMAN	GNAS GNAS1	Homo sapiens (Human)
Q5FWY2	Q5FWY2_HUMAN	GNAS	Homo sapiens (Human)
Q5JWD1	Q5JWD1_HUMAN	GNAS	Homo sapiens (Human)
Q5JWE9	Q5JWE9_HUMAN	GNAS	Homo sapiens (Human)
Q5JWF2	GNAS1_HUMAN	GNAS GNAS1	Homo sapiens (Human)
S4R3E3	S4R3E3_HUMAN	GNAS	Homo sapiens (Human)
S4R3V9	S4R3V9_HUMAN	GNAS	Homo sapiens (Human)
X6R7U9	X6R7U9_HUMAN	GNAS	Homo sapiens (Human)
A0A024R2Z1	A0A024R2Z1_HUMAN	GNAT1 hCG_1784108	Homo sapiens (Human)
C9JCV8	C9JCV8_HUMAN	GNAT1	Homo sapiens (Human)
P11488	GNAT1_HUMAN	GNAT1 GNATR	Homo sapiens (Human)
A0A087WZE5	A0A087WZE5_HUMAN	GNAT2	Homo sapiens (Human)
P19087	GNAT2_HUMAN	GNAT2 GNATC	Homo sapiens (Human)
Q5T697	Q5T697_HUMAN	GNAT2 hCG_40256	Homo sapiens (Human)
P19086	GNAZ_HUMAN	GNAZ	Homo sapiens (Human)
Q8IY73	Q8IY73_HUMAN	GNAZ	Homo sapiens (Human)
Q8N652	Q8N652_HUMAN	GNAZ	Homo sapiens (Human)
A0A024R056	A0A024R056_HUMAN	GNB1 hCG_23470	Homo sapiens (Human)
B1AKQ8	B1AKQ8_HUMAN	GNB1	Homo sapiens (Human)
B3KVK2	B3KVK2_HUMAN	GNB1	Homo sapiens (Human)
F6UT28	F6UT28_HUMAN	GNB1	Homo sapiens (Human)
F6X3N5	F6X3N5_HUMAN	GNB1	Homo sapiens (Human)
L8E8V9	L8E8V9_HUMAN	GNB1	Homo sapiens (Human)
P62873	GBB1_HUMAN	GNB1	Homo sapiens (Human)
C9JIS1	C9JIS1_HUMAN	GNB2	Homo sapiens (Human)
C9JXA5	C9JXA5_HUMAN	GNB2	Homo sapiens (Human)
C9JZN1	C9JZN1_HUMAN	GNB2	Homo sapiens (Human)
E7EP32	E7EP32_HUMAN	GNB2	Homo sapiens (Human)
P62879	GBB2_HUMAN	GNB2	Homo sapiens (Human)
Q6FHM2	Q6FHM2_HUMAN	GNB2 hCG_20449	Homo sapiens (Human)
E9PCP0	E9PCP0_HUMAN	GNB3	Homo sapiens (Human)
F1T0G4	F1T0G4_HUMAN	GNB3	Homo sapiens (Human)
F1T0G5	F1T0G5_HUMAN	GNB3 hCG_25935	Homo sapiens (Human)
F5GZN8	F5GZN8_HUMAN	GNB3	Homo sapiens (Human)
F5H0S8	F5H0S8_HUMAN	GNB3	Homo sapiens (Human)
F5H100	F5H100_HUMAN	GNB3	Homo sapiens (Human)
F5H8J8	F5H8J8_HUMAN	GNB3	Homo sapiens (Human)
P16520	GBB3_HUMAN	GNB3	Homo sapiens (Human)
C9JD14	C9JD14_HUMAN	GNB4	Homo sapiens (Human)
H7C5J5	H7C5J5_HUMAN	GNB4	Homo sapiens (Human)
Q9HAV0	GBB4_HUMAN	GNB4	Homo sapiens (Human)
A0A024R5R9	A0A024R5R9_HUMAN	GNB5 hCG_40503	Homo sapiens (Human)
A0A024R5V3	A0A024R5V3_HUMAN	GNB5 hCG_40503	Homo sapiens (Human)
A0A024R5Y0	A0A024R5Y0_HUMAN	GNB5 hCG_40503	Homo sapiens (Human)
H0YLU1	H0YLU1_HUMAN	GNB5	Homo sapiens (Human)
H0YNW7	H0YNW7_HUMAN	GNB5	Homo sapiens (Human)
O14775	GNB5_HUMAN	GNB5	Homo sapiens (Human)
Q96F32	Q96F32_HUMAN	GNB5	Homo sapiens (Human)
P50151	GBG10_HUMAN	GNG10 GNGT10	Homo sapiens (Human)
P61952	GBG11_HUMAN	GNG11 GNGT11	Homo sapiens (Human)
Q53Y01	Q53Y01_HUMAN	GNG11 hCG_19197 tcag7.247	Homo sapiens (Human)
Q9UBI6	GBG12_HUMAN	GNG12	Homo sapiens (Human)
Q9P2W3	GBG13_HUMAN	GNG13	Homo sapiens (Human)
G3V2C9	G3V2C9_HUMAN	GNG2	Homo sapiens (Human)
G3V2N0	G3V2N0_HUMAN	GNG2	Homo sapiens (Human)
G3V2W5	G3V2W5_HUMAN	GNG2	Homo sapiens (Human)
G3V3J9	G3V3J9_HUMAN	GNG2	Homo sapiens (Human)
G3V415	G3V415_HUMAN	GNG2 hCG_2013367	Homo sapiens (Human)
P59768	GBG2_HUMAN	GNG2	Homo sapiens (Human)
P63215	GBG3_HUMAN	GNG3 GNGT3	Homo sapiens (Human)
B1APZ0	B1APZ0_HUMAN	GNG4 hCG_23460	Homo sapiens (Human)
P50150	GBG4_HUMAN	GNG4 GNGT4	Homo sapiens (Human)
P63218	GBG5_HUMAN	GNG5 GNGT5	Homo sapiens (Human)
K7ESC6	K7ESC6_HUMAN	GNG7	Homo sapiens (Human)
O60262	GBG7_HUMAN	GNG7 GNGT7	Homo sapiens (Human)
Q9UK08	GBG8_HUMAN	GNG8 GNG9 GNGT9	Homo sapiens (Human)
C9JGI9	C9JGI9_HUMAN	GNGT1 hCG_19199	Homo sapiens (Human)
P63211	GBG1_HUMAN	GNGT1	Homo sapiens (Human)
D6RDH5	D6RDH5_HUMAN	GNGT2	Homo sapiens (Human)
O14610	GBGT2_HUMAN	GNGT2 GNG8 GNG9 GNGT8	Homo sapiens (Human)
P01148	GON1_HUMAN	GNRH1 GNRH GRH LHRH	Homo sapiens (Human)
O43555	GON2_HUMAN	GNRH2	Homo sapiens (Human)
P30968	GNRHR_HUMAN	GNRHR GRHR	Homo sapiens (Human)
V9GZJ6	V9GZJ6_HUMAN	GNRHR	Homo sapiens (Human)
V9GZN9	V9GZN9_HUMAN	GNRHR	Homo sapiens (Human)
Q8TDU6	GPBAR_HUMAN	GPBAR1 TGR5	Homo sapiens (Human)
Q63ZY2	Q63ZY2_HUMAN	GPER	Homo sapiens (Human)
Q99527	GPER1_HUMAN	GPER1 CEPR CMKRL2 DRY12 GPER GPR30	Homo sapiens (Human)
A0A0G2JL29	A0A0G2JL29_HUMAN	GPR132	Homo sapiens (Human)
B2LM89	B2LM89_HUMAN	GPR132	Homo sapiens (Human)
F8VRH8	F8VRH8_HUMAN	GPR132	Homo sapiens (Human)
Q9UNW8	GP132_HUMAN	GPR132 G2A	Homo sapiens (Human)
C9JWY5	C9JWY5_HUMAN	GPR17	Homo sapiens (Human)
G4XH68	G4XH68_HUMAN	GPR17	Homo sapiens (Human)
Q13304	GPR17_HUMAN	GPR17	Homo sapiens (Human)
Q14330	GPR18_HUMAN	GPR18 GPCRW	Homo sapiens (Human)
Q5JUH9	Q5JUH9_HUMAN	GPR18	Homo sapiens (Human)
P46093	GPR4_HUMAN	GPR4	Homo sapiens (Human)
Q9Y5Y4	PD2R2_HUMAN	PTGDR2 CRTH2 DL1R GPR44	Homo sapiens (Human)
A8K858	A8K858_HUMAN	GPR55 hCG_1645175	Homo sapiens (Human)
C9J1P7	C9J1P7_HUMAN	GPR55	Homo sapiens (Human)
Q9Y2T6	GPR55_HUMAN	GPR55	Homo sapiens (Human)
B5B0C2	B5B0C2_HUMAN	GPR65 hCG_1642415	Homo sapiens (Human)
Q8IYL9	PSYR_HUMAN	GPR65 TDAG8	Homo sapiens (Human)
A0A024R6D5	A0A024R6D5_HUMAN	GPR68 hCG_20030	Homo sapiens (Human)
A1A5B2	A1A5B2_HUMAN	GPR68	Homo sapiens (Human)
E9PNU7	E9PNU7_HUMAN	GPR68	Homo sapiens (Human)
L0R5B2	L0R5B2_HUMAN	GPR68	Homo sapiens (Human)
Q15743	OGR1_HUMAN	GPR68 OGR1	Homo sapiens (Human)
Q6NWR5	Q6NWR5_HUMAN	GPR68	Homo sapiens (Human)
Q6NWR6	Q6NWR6_HUMAN	GPR68	Homo sapiens (Human)
Q5T6X5	GPC6A_HUMAN	GPRC6A	Homo sapiens (Human)
P34947	GRK5_HUMAN	GRK5 GPRK5	Homo sapiens (Human)
Q24JT8	Q24JT8_HUMAN	GRK5	Homo sapiens (Human)
A0A067XJP8	A0A067XJP8_HUMAN	GRP UCMA	Homo sapiens (Human)
A0A067XJX6	A0A067XJX6_HUMAN	GRP UCMA	Homo sapiens (Human)
A0A067XKV3	A0A067XKV3_HUMAN	GRP UCMA	Homo sapiens (Human)
H0Y5C5	H0Y5C5_HUMAN	GRP	Homo sapiens (Human)
H0YCH3	H0YCH3_HUMAN	GRP	Homo sapiens (Human)
P07492	GRP_HUMAN	GRP	Homo sapiens (Human)
Q3ZCW2	LEGL_HUMAN	LGALSL GRP HSPC159	Homo sapiens (Human)
Q5FBX9	Q5FBX9_HUMAN	GRP	Homo sapiens (Human)
Q6LDX5	Q6LDX5_HUMAN	GRP	Homo sapiens (Human)
P30550	GRPR_HUMAN	GRPR	Homo sapiens (Human)
X5D7H2	X5D7H2_HUMAN	GRPR	Homo sapiens (Human)
Q8TDS4	HCAR2_HUMAN	HCAR2 GPR109A HCA2 HM74A NIACR1	Homo sapiens (Human)
P49019	HCAR3_HUMAN	HCAR3 GPR109B HCA3 HM74B NIACR2	Homo sapiens (Human)
O43612	OREX_HUMAN	HCRT OX PPORX PPOX	Homo sapiens (Human)
A6NMV7	A6NMV7_HUMAN	HCRTR1	Homo sapiens (Human)
O43613	OX1R_HUMAN	HCRTR1	Homo sapiens (Human)
O43614	OX2R_HUMAN	HCRTR2	Homo sapiens (Human)
Q548Y0	Q548Y0_HUMAN	HCRTR2	Homo sapiens (Human)
S4WX84	S4WX84_HUMAN	HCRTR2	Homo sapiens (Human)
S4X0W3	S4X0W3_HUMAN	HCRTR2	Homo sapiens (Human)
A0A024RAS8	A0A024RAS8_HUMAN	HEBP1 hCG_27694	Homo sapiens (Human)
F5GWX2	F5GWX2_HUMAN	HEBP1	Homo sapiens (Human)
H0YG71	H0YG71_HUMAN	HEBP1	Homo sapiens (Human)
Q9NRV9	HEBP1_HUMAN	HEBP1 HBP	Homo sapiens (Human)
C9J2E6	C9J2E6_HUMAN	HRH1	Homo sapiens (Human)
P35367	HRH1_HUMAN	HRH1	Homo sapiens (Human)
A0A1B0GTK7	A0A1B0GTK7_HUMAN	HRH2	Homo sapiens (Human)
A0A1B0GVZ0	A0A1B0GVZ0_HUMAN	HRH2	Homo sapiens (Human)
P25021	HRH2_HUMAN	HRH2	Homo sapiens (Human)
A0A087WZD3	A0A087WZD3_HUMAN	HRH3	Homo sapiens (Human)
A0A0A0MR48	A0A0A0MR48_HUMAN	HRH3 hCG_41769	Homo sapiens (Human)
Q548M6	Q548M6_HUMAN	HRH3	Homo sapiens (Human)
Q8NI49	Q8NI49_HUMAN	HRH3	Homo sapiens (Human)
Q8NI50	Q8NI50_HUMAN	HRH3	Homo sapiens (Human)
Q8WXZ9	Q8WXZ9_HUMAN	HRH3	Homo sapiens (Human)
Q8WY00	Q8WY00_HUMAN	HRH3	Homo sapiens (Human)
Q8WY01	Q8WY01_HUMAN	HRH3	Homo sapiens (Human)
Q9Y5N1	HRH3_HUMAN	HRH3 GPCR97	Homo sapiens (Human)
Q9H3N8	HRH4_HUMAN	HRH4 GPCR105	Homo sapiens (Human)
D6RA34	D6RA34_HUMAN	HTR1A	Homo sapiens (Human)
P08908	5HT1A_HUMAN	HTR1A ADRB2RL1 ADRBRL1	Homo sapiens (Human)
Q5ZGX3	Q5ZGX3_HUMAN	5HT1A HTR1A hCG_16836	Homo sapiens (Human)
P28222	5HT1B_HUMAN	HTR1B HTR1DB	Homo sapiens (Human)
X5D7I5	X5D7I5_HUMAN	HTR1B hCG_32414	Homo sapiens (Human)
P28221	5HT1D_HUMAN	HTR1D HTR1DA HTRL	Homo sapiens (Human)
P28566	5HT1E_HUMAN	HTR1E	Homo sapiens (Human)
P30939	5HT1F_HUMAN	HTR1F HTR1EL	Homo sapiens (Human)
